1,50,0,1218615.435343
1,50,1,1068914.276993
1,70,0,1681511.215831
1,70,1,1148678.415330
1,90,0,3115378.203098
1,90,1,1378057.652406
1,99,0,5534762.069434
1,99,1,1924263.472040
2,50,0,1217920.343528
2,50,1,1104898.497049
2,70,0,1801025.859827
2,70,1,1115002.031492
2,90,0,2682368.680685
2,90,1,1179824.673629
2,99,0,5228901.366645
2,99,1,1278206.637230
4,50,0,1664341.979670
4,50,1,1237269.976664
4,70,0,1864543.858002
4,70,1,1232630.723138
4,90,0,3074304.419891
4,90,1,1308709.041356
4,99,0,6426003.826942
4,99,1,1475134.548451
6,50,0,1738327.408138
6,50,1,1238558.384716
6,70,0,2005473.374701
6,70,1,1288380.727671
6,90,0,3050464.148711
6,90,1,1295975.861465
6,99,0,5764715.168066
6,99,1,1412696.999478
8,50,0,1676127.867228
8,50,1,1270444.332625
8,70,0,2080406.196397
8,70,1,1229346.023497
8,90,0,3172518.829732
8,90,1,1302114.024356
8,99,0,5869943.707533
8,99,1,1469263.828995
10,50,0,1757662.201001
10,50,1,1209561.008375
10,70,0,1977573.120427
10,70,1,1196487.967057
10,90,0,2897254.513963
10,90,1,1237356.767432
10,99,0,6587949.715023
10,99,1,1400717.278043
12,50,0,1731018.292261
12,50,1,1187402.276916
12,70,0,1965671.903919
12,70,1,1169872.551774
12,90,0,2859614.442331
12,90,1,1226609.838324
12,99,0,6343156.421133
12,99,1,1358637.043261
